time_hours,time_days,soc,soh,capacity,current,temperature,total_ah_throughput,efc,current_dod,calendar_age_days,calendar_loss,cyclic_loss,isCharging,is_regenerating
1.0999999999999999,0.04583333333333333,0.5,100.0,400.0,120.0,25.0,136.0,0.0,0.050000000000000044,0.0,5.615812088858279e-09,0.0,False,False
2.1000000000000005,0.08750000000000002,0.5,100.0,400.0,120.0,25.0,272.00000000000006,0.0,0.050000000000000044,0.0,9.353728551090275e-09,0.0,False,False
3.1000000000000014,0.12916666666666674,0.5,100.0,400.0,120.0,25.0,384.00000000000006,0.0,0.050000000000000044,0.0,1.2718565040965354e-08,0.0,False,False
4.100000000000001,0.1708333333333334,0.5,100.0,400.0,120.0,25.0,528.0,0.0,0.10000000000000009,0.0,1.5857700155713636e-08,0.0,False,False
5.1999999999999975,0.21666666666666656,0.5,100.0,400.0,120.0,25.0,663.9999999999998,0.0,0.10000000000000009,0.0,1.9128476288718576e-08,0.0,False,False
6.299999999999994,0.26249999999999973,0.5,100.0,400.0,120.0,25.0,807.9999999999995,0.0,0.10000000000000009,0.0,2.2255298944960718e-08,0.0,False,False
7.39999999999999,0.3083333333333329,0.6999999999999992,100.0,400.0,-200.0,25.0,971.999999999999,0.0,0.2099999999999992,0.0,2.7289860846424344e-08,0.0,True,False
8.499999999999986,0.3541666666666661,0.5,100.0,400.0,120.0,25.0,1111.9999999999989,0.0,0.249999999999999,0.0,2.818806544896864e-08,0.0,False,False
9.599999999999982,0.39999999999999925,0.5,100.0,400.0,120.0,25.0,1251.9999999999989,0.0,0.249999999999999,0.0,3.1028854411312e-08,0.0,False,False
10.699999999999978,0.4458333333333324,0.5399999999999998,99.9558742704991,399.8234970819964,-80.0,25.0,1379.9999999999989,1.6349999999999987,0.249999999999999,0.41666666666666585,3.3909787083646905e-08,0.00044143691080622484,False,True
11.799999999999974,0.4916666666666656,0.5,99.9558742704991,399.8234970819964,120.0,25.0,1511.9999999999989,1.6349999999999987,0.249999999999999,0.41666666666666585,3.6514776148984117e-08,0.00043898903058613815,False,False
12.89999999999997,0.5374999999999988,0.5399999999999998,99.9558742704991,399.8234970819964,120.0,25.0,1659.9999999999989,1.6349999999999987,0.249999999999999,0.41666666666666585,3.930036136623534e-08,0.00044143691080622484,False,False
13.999999999999966,0.5833333333333319,0.5199999999999999,99.9558742704991,399.8234970819964,-80.0,25.0,1795.9999999999989,1.6349999999999987,0.249999999999999,0.41666666666666585,4.1821158161279763e-08,0.00043968557347017493,False,True
15.099999999999962,0.6291666666666651,0.5,99.9558742704991,399.8234970819964,120.0,25.0,1943.9999999999989,1.6349999999999987,0.249999999999999,0.41666666666666585,4.435744780882064e-08,0.00043898903058613815,False,False
16.19999999999996,0.6749999999999984,0.5,99.9558742704991,399.8234970819964,120.0,25.0,2095.9999999999986,1.6349999999999987,0.249999999999999,0.41666666666666585,4.68879327293136e-08,0.00043898903058613815,False,False
17.199999999999974,0.7166666666666656,0.6300000000000017,99.9558742704991,399.8234970819964,-200.0,25.0,2244.0000000000005,1.6349999999999987,0.249999999999999,0.41666666666666585,5.08185432177211e-08,0.00046240374228849994,True,True
18.19999999999999,0.7583333333333329,0.5,99.9558742704991,399.8234970819964,120.0,25.0,2364.0000000000005,1.6349999999999987,0.249999999999999,0.41666666666666585,5.139845491902987e-08,0.00043898903058613815,False,False
19.200000000000003,0.8000000000000002,0.5,99.9558742704991,399.8234970819964,120.0,25.0,2496.0000000000014,1.6349999999999987,0.249999999999999,0.41666666666666585,5.361402447443206e-08,0.00043898903058613815,False,False
20.200000000000017,0.8416666666666673,0.5,99.9141991365143,399.6567965460572,120.0,25.0,2608.0000000000014,3.2300000000000018,0.249999999999999,0.8333333333333339,5.5805367092442804e-08,0.0008555093065073338,False,False
21.20000000000003,0.8833333333333346,0.5,99.9141991365143,399.6567965460572,120.0,25.0,2732.000000000002,3.2300000000000018,0.249999999999999,0.8333333333333339,5.7973928837086005e-08,0.0008555093065073338,False,False
22.200000000000045,0.9250000000000019,0.5,99.9141991365143,399.6567965460572,120.0,25.0,2856.0000000000023,3.2300000000000018,0.249999999999999,0.8333333333333339,6.012100553808159e-08,0.0008555093065073338,False,False
23.20000000000006,0.9666666666666691,0.6200000000000017,99.9141991365143,399.6567965460572,-80.0,25.0,2988.000000000003,3.2300000000000018,0.249999999999999,0.8333333333333339,6.404050006354953e-08,0.000894535517017878,False,True
24.200000000000074,1.0083333333333364,0.5,99.9141991365143,399.6567965460572,120.0,25.0,3112.0000000000036,3.2300000000000018,0.249999999999999,0.8333333333333339,6.435526197692856e-08,0.0008555093065073338,False,False
25.200000000000088,1.0500000000000036,0.5,99.9141991365143,399.6567965460572,120.0,25.0,3244.0000000000045,3.2300000000000018,0.249999999999999,0.8333333333333339,6.644445835769791e-08,0.0008555093065073338,False,False
26.200000000000102,1.091666666666671,0.5,99.9141991365143,399.6567965460572,120.0,25.0,3360.000000000005,3.2300000000000018,0.249999999999999,0.8333333333333339,6.851622985761819e-08,0.0008555093065073338,False,False
27.200000000000117,1.1333333333333382,0.570000000000001,99.9141991365143,399.6567965460572,120.0,25.0,3508.000000000007,3.2300000000000018,0.249999999999999,0.8333333333333339,7.126297855474857e-08,0.0008692587881635709,False,False
28.20000000000013,1.1750000000000054,0.5,99.9141991365143,399.6567965460572,120.0,25.0,3636.0000000000073,3.2300000000000018,0.249999999999999,0.8333333333333339,7.261064343946537e-08,0.0008555093065073338,False,False
